Roll Number,Block,Plan,Unit,Civic Address,Street Name,Zoning,Description Code,Description,Assessment Improvement Value,Assessment Land Value,Assessment Other Value,Assessment Year,Assessment Total Value,Poll Division,Poll Division Name,Voting Station,Latitude,Longitude
0510002603,510,C4438,200,625,WILLIAMS AVE,,101,Residential,"125,390.00","63,190.00",0,2015,"188,580.00",6,Kam Lake,Multiplex Arena,62.44072133,-114.4079796
0510002601,510,C4438,100,625,WILLIAMS AVE,,101,Residential,"151,770.00","63,190.00",0,2015,"214,960.00",6,Kam Lake,Multiplex Arena,62.44076703,-114.4080186
0068001004,68,C4406,201,4906,45 ST,,101,Residential,"273,480.00","60,060.00",0,2015,"333,540.00",2,Weledeh,École St. Patrick High School,62.4569635,-114.3669613
0068001002,68,C4406,100,4920,45 ST,,101,Residential,"188,350.00","30,940.00",0,2015,"219,290.00",2,Weledeh,École St. Patrick High School,62.45700556,-114.3668735
0068001003,68,C4406,200,4920,45 ST,,101,Residential,"273,480.00","60,060.00",0,2015,"333,540.00",2,Weledeh,École St. Patrick High School,62.45700705,-114.3670026
0068001001,68,C4406,101,4920,45 ST,,101,Residential,"188,350.00","30,940.00",0,2015,"219,290.00",2,Weledeh,École St. Patrick High School,62.45704544,-114.3669213
0203000848,203,C4385,412,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44863307,-114.3617618
0203000847,203,C4385,411,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.4486045,-114.3616335
0203000846,203,C4385,410,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44855101,-114.3618524
0203000845,203,C4385,409,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44852202,-114.3617332
0203000844,203,C4385,408,4854,SCHOOL DRAW AVE,,101,Residential,"109,470.00","34,560.00",0,2015,"144,030.00",1,Great Slave,École Sir John Franklin High School,62.44845976,-114.3619592
0203000843,203,C4385,407,4854,SCHOOL DRAW AVE,,101,Residential,"105,080.00","32,600.00",0,2015,"137,680.00",1,Great Slave,École Sir John Franklin High School,62.44842971,-114.3618465
0203000842,203,C4385,406,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44837976,-114.3620638
0203000841,203,C4385,405,4854,SCHOOL DRAW AVE,,101,Residential,"106,900.00","33,420.00",0,2015,"140,320.00",1,Great Slave,École Sir John Franklin High School,62.44835233,-114.3619328
0203000840,203,C4385,404,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44830724,-114.3621561
0203000839,203,C4385,403,4854,SCHOOL DRAW AVE,,101,Residential,"109,470.00","34,560.00",0,2015,"144,030.00",1,Great Slave,École Sir John Franklin High School,62.44827994,-114.3620315
0203000838,203,C4385,402,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44824317,-114.3622282
0203000837,203,C4385,401,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.44821243,-114.3621104
0203000836,203,C4385,312,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44863307,-114.3617618
0203000835,203,C4385,311,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.4486045,-114.3616335
0203000834,203,C4385,310,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44855101,-114.3618524
0203000833,203,C4385,309,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44852262,-114.3617331
0203000832,203,C4385,308,4854,SCHOOL DRAW AVE,,101,Residential,"109,470.00","34,560.00",0,2015,"144,030.00",1,Great Slave,École Sir John Franklin High School,62.44845976,-114.3619592
0203000831,203,C4385,307,4854,SCHOOL DRAW AVE,,101,Residential,"105,080.00","32,600.00",0,2015,"137,680.00",1,Great Slave,École Sir John Franklin High School,62.44842971,-114.3618465
0203000830,203,C4385,306,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44837976,-114.3620638
0203000829,203,C4385,305,4854,SCHOOL DRAW AVE,,101,Residential,"106,900.00","33,420.00",0,2015,"140,320.00",1,Great Slave,École Sir John Franklin High School,62.44835233,-114.3619328
0203000828,203,C4385,304,4854,SCHOOL DRAW AVE,,101,Residential,"109,490.00","34,560.00",0,2015,"144,050.00",1,Great Slave,École Sir John Franklin High School,62.44830724,-114.3621561
0203000827,203,C4385,303,4854,SCHOOL DRAW AVE,,101,Residential,"109,470.00","34,560.00",0,2015,"144,030.00",1,Great Slave,École Sir John Franklin High School,62.44827994,-114.3620315
0203000826,203,C4385,302,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44824317,-114.3622282
0203000825,203,C4385,301,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.44821243,-114.3621104
0203000824,203,C4385,212,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44863307,-114.3617618
0203000823,203,C4385,211,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.4486045,-114.3616335
0203000822,203,C4385,210,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44855101,-114.3618524
0203000821,203,C4385,209,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44852262,-114.3617331
0203000820,203,C4385,208,4854,SCHOOL DRAW AVE,,101,Residential,"109,720.00","34,730.00",0,2015,"144,450.00",1,Great Slave,École Sir John Franklin High School,62.44845976,-114.3619592
0203000819,203,C4385,207,4854,SCHOOL DRAW AVE,,101,Residential,"105,080.00","32,600.00",0,2015,"137,680.00",1,Great Slave,École Sir John Franklin High School,62.44842971,-114.3618465
0203000818,203,C4385,206,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44837976,-114.3620638
0203000817,203,C4385,205,4854,SCHOOL DRAW AVE,,101,Residential,"106,900.00","33,420.00",0,2015,"140,320.00",1,Great Slave,École Sir John Franklin High School,62.44835233,-114.3619328
0203000816,203,C4385,204,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44830724,-114.3621561
0203000815,203,C4385,203,4854,SCHOOL DRAW AVE,,101,Residential,"109,720.00","34,730.00",0,2015,"144,450.00",1,Great Slave,École Sir John Franklin High School,62.44827994,-114.3620315
0203000814,203,C4385,202,4854,SCHOOL DRAW AVE,,101,Residential,"106,550.00","33,250.00",0,2015,"139,800.00",1,Great Slave,École Sir John Franklin High School,62.44824317,-114.3622282
0203000813,203,C4385,201,4854,SCHOOL DRAW AVE,,101,Residential,"112,330.00","35,870.00",0,2015,"148,200.00",1,Great Slave,École Sir John Franklin High School,62.44821243,-114.3621104
0203000812,203,C4385,112,4854,SCHOOL DRAW AVE,,101,Residential,"105,460.00","32,760.00",0,2015,"138,220.00",1,Great Slave,École Sir John Franklin High School,62.44863307,-114.3617618
0203000811,203,C4385,111,4854,SCHOOL DRAW AVE,,101,Residential,"111,210.00","35,380.00",0,2015,"146,590.00",1,Great Slave,École Sir John Franklin High School,62.4486045,-114.3616335
0203000810,203,C4385,110,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44855101,-114.3618524
0203000809,203,C4385,109,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44852262,-114.3617331
0203000808,203,C4385,108,4854,SCHOOL DRAW AVE,,101,Residential,"109,720.00","34,730.00",0,2015,"144,450.00",1,Great Slave,École Sir John Franklin High School,62.44845976,-114.3619592
0203000807,203,C4385,107,4854,SCHOOL DRAW AVE,,101,Residential,"106,850.00","33,420.00",0,2015,"140,270.00",1,Great Slave,École Sir John Franklin High School,62.44842971,-114.3618465
0203000806,203,C4385,106,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44837976,-114.3620638
0203000805,203,C4385,105,4854,SCHOOL DRAW AVE,,101,Residential,"86,540.00","24,080.00",0,2015,"110,620.00",1,Great Slave,École Sir John Franklin High School,62.44835233,-114.3619328
0203000804,203,C4385,104,4854,SCHOOL DRAW AVE,,101,Residential,"109,740.00","34,730.00",0,2015,"144,470.00",1,Great Slave,École Sir John Franklin High School,62.44830724,-114.3621561
0203000803,203,C4385,103,4854,SCHOOL DRAW AVE,,101,Residential,"109,720.00","34,730.00",0,2015,"144,450.00",1,Great Slave,École Sir John Franklin High School,62.44827994,-114.3620315
0203000802,203,C4385,102,4385,SCHOOL DRAW AVE,,101,Residential,"105,460.00","32,760.00",0,2015,"138,220.00",1,Great Slave,École Sir John Franklin High School,62.44824317,-114.3622282
0203000801,203,C4385,101,4854,SCHOOL DRAW AVE,,101,Residential,"111,210.00","35,380.00",0,2015,"146,590.00",1,Great Slave,École Sir John Franklin High School,62.44821243,-114.3621104
0068000304,68,C4404,201,4906,45 ST,,101,Residential,"273,480.00","60,060.00",0,2015,"333,540.00",2,Weledeh,École St. Patrick High School,62.45763219,-114.368438
0068000302,68,C4404,101,4906,45 ST,,101,Residential,"188,350.00","30,940.00",0,2015,"219,290.00",2,Weledeh,École St. Patrick High School,62.45767526,-114.3683529
0068000303,68,C4404,200,4906,45 ST,,101,Residential,"273,480.00","60,060.00",0,2015,"333,540.00",2,Weledeh,École St. Patrick High School,62.45768483,-114.3684861
0068000301,68,C4404,100,4906,45 ST,,101,Residential,"188,350.00","30,940.00",0,2015,"219,290.00",2,Weledeh,École St. Patrick High School,62.45771642,-114.3684153
0516003005,516,C1831,,835,BIGELOW CRES,,101,Residential,"263,600.00","59,090.00",0,2015,"322,690.00",6,Kam Lake,Multiplex Arena,62.43977136,-114.4105218
0516003004,516,C1831,,834,BIGELOW CRES,,101,Residential,"244,110.00","59,650.00",0,2015,"303,760.00",6,Kam Lake,Multiplex Arena,62.43975691,-114.4103637
0516003003,516,C1831,,833,BIGELOW CRES,,101,Residential,"244,110.00","59,440.00",0,2015,"303,550.00",6,Kam Lake,Multiplex Arena,62.43974652,-114.4102177
0516003002,516,C1831,,832,BIGELOW CRES,,101,Residential,"244,110.00","59,700.00",0,2015,"303,810.00",6,Kam Lake,Multiplex Arena,62.43977237,-114.4100602
0516003001,516,C1831,,831,BIGELOW CRES,,101,Residential,"260,010.00","58,860.00",0,2015,"318,870.00",6,Kam Lake,Multiplex Arena,62.43979787,-114.4099359
0060003007,60,C4340,302,5417,50 AVE,,101,Residential,"86,420.00","44,980.00",0,2015,"131,400.00",3,YK Centre,Northern United Place,62.45061634,-114.3781944
0060003006,60,C4340,301,5417,50 AVE,,101,Residential,"85,960.00","44,610.00",0,2015,"130,570.00",3,YK Centre,Northern United Place,62.45052559,-114.3780138
0060003005,60,C4340,202,5417,50 AVE,,101,Residential,"86,420.00","44,980.00",0,2015,"131,400.00",3,YK Centre,Northern United Place,62.45059843,-114.3781608
0060003004,60,C4340,201,5417,50 AVE,,101,Residential,"85,960.00","44,610.00",0,2015,"130,570.00",3,YK Centre,Northern United Place,62.45051491,-114.377988
0060003003,60,C4340,103,5417,50 AVE,,101,Residential,"57,610.00","23,790.00",0,2015,"81,400.00",3,YK Centre,Northern United Place,62.45061486,-114.3781347
0060003002,60,C4340,102,5417,50 AVE,,101,Residential,"51,550.00","19,330.00",0,2015,"70,880.00",3,YK Centre,Northern United Place,62.45058219,-114.3781966
0060003001,60,C4340,101,5417,50 AVE,,101,Residential,"59,980.00","25,530.00",0,2015,"85,510.00",3,YK Centre,Northern United Place,62.45049965,-114.3780189
0041000304,41,C4326,D,5106,53 ST,,101,Residential,"132,850.00","52,600.00",0,2015,"185,450.00",3,YK Centre,Northern United Place,62.45062769,-114.3722466
0041000303,41,C4326,C,5106,53 ST,,101,Residential,"133,010.00","52,600.00",0,2015,"185,610.00",3,YK Centre,Northern United Place,62.45059169,-114.3721615
0041000302,41,C4326,B,5106,53 ST,,101,Residential,"139,530.00","52,600.00",0,2015,"192,130.00",3,YK Centre,Northern United Place,62.45066913,-114.372164
0041000301,41,C4326,A,5106,53 ST,,101,Residential,"141,750.00","52,600.00",0,2015,"194,350.00",3,YK Centre,Northern United Place,62.45063541,-114.3720858
0203000724,203,C4349,204,4852,SCHOOL DRAW AVE,,101,Residential,"163,300.00","47,420.00",0,2015,"210,720.00",1,Great Slave,École Sir John Franklin High School,62.44759055,-114.3617047
0203000723,203,C4349,203,4852,SCHOOL DRAW AVE,,101,Residential,"163,260.00","47,310.00",0,2015,"210,570.00",1,Great Slave,École Sir John Franklin High School,62.44756452,-114.3615892
0203000722,203,C4349,202,4852,SCHOOL DRAW AVE,,101,Residential,"163,260.00","47,310.00",0,2015,"210,570.00",1,Great Slave,École Sir John Franklin High School,62.44765516,-114.3614794
0203000721,203,C4349,201,4852,SCHOOL DRAW AVE,,101,Residential,"162,650.00","47,420.00",0,2015,"210,070.00",1,Great Slave,École Sir John Franklin High School,62.4476857,-114.3616094
0203000720,203,C4349,104,4852,SCHOOL DRAW AVE,,101,Residential,"191,320.00","46,530.00",0,2015,"237,850.00",1,Great Slave,École Sir John Franklin High School,62.44759911,-114.3617371
0203000719,203,C4349,103,4852,SCHOOL DRAW AVE,,101,Residential,"191,360.00","46,420.00",0,2015,"237,780.00",1,Great Slave,École Sir John Franklin High School,62.44757253,-114.3616205
0203000718,203,C4349,102,4852,SCHOOL DRAW AVE,,101,Residential,"191,360.00","46,310.00",0,2015,"237,670.00",1,Great Slave,École Sir John Franklin High School,62.44766377,-114.3615141
0203000717,203,C4349,101,4852,SCHOOL DRAW AVE,,101,Residential,"183,100.00","43,730.00",0,2015,"226,830.00",1,Great Slave,École Sir John Franklin High School,62.44769367,-114.3616384
0203000716,203,C4349,204,4850,SCHOOL DRAW AVE,,101,Residential,"163,260.00","47,420.00",0,2015,"210,680.00",1,Great Slave,École Sir John Franklin High School,62.44782961,-114.3614308
0203000715,203,C4349,203,4850,SCHOOL DRAW AVE,,101,Residential,"163,250.00","47,420.00",0,2015,"210,670.00",1,Great Slave,École Sir John Franklin High School,62.44780193,-114.361312
0203000714,203,C4349,202,4850,SCHOOL DRAW AVE,,101,Residential,"163,270.00","47,310.00",0,2015,"210,580.00",1,Great Slave,École Sir John Franklin High School,62.44788653,-114.3612188
0203000713,203,C4349,201,4850,SCHOOL DRAW AVE,,101,Residential,"162,650.00","47,310.00",0,2015,"209,960.00",1,Great Slave,École Sir John Franklin High School,62.44791632,-114.3613374
0203000712,203,C4349,104,4850,SCHOOL DRAW AVE,,101,Residential,"191,340.00","46,530.00",0,2015,"237,870.00",1,Great Slave,École Sir John Franklin High School,62.44783709,-114.3614622
0203000711,203,C4349,103,4850,SCHOOL DRAW AVE,,101,Residential,"191,370.00","46,530.00",0,2015,"237,900.00",1,Great Slave,École Sir John Franklin High School,62.44781054,-114.3613467
0203000710,203,C4349,102,4850,SCHOOL DRAW AVE,,101,Residential,"191,350.00","46,420.00",0,2015,"237,770.00",1,Great Slave,École Sir John Franklin High School,62.44789507,-114.36125
0203000709,203,C4349,101,4850,SCHOOL DRAW AVE,,101,Residential,"183,100.00","43,730.00",0,2015,"226,830.00",1,Great Slave,École Sir John Franklin High School,62.44792268,-114.3613654
0203000708,203,C4349,204,4848,SCHOOL DRAW AVE,,101,Residential,"163,250.00","47,540.00",0,2015,"210,790.00",1,Great Slave,École Sir John Franklin High School,62.44805364,-114.3611743
0203000707,203,C4349,203,4848,SCHOOL DRAW AVE,,101,Residential,"163,280.00","47,420.00",0,2015,"210,700.00",1,Great Slave,École Sir John Franklin High School,62.44802856,-114.361053
0203000706,203,C4349,202,4848,SCHOOL DRAW AVE,,101,Residential,"163,280.00","47,420.00",0,2015,"210,700.00",1,Great Slave,École Sir John Franklin High School,62.44811719,-114.3609491
0203000705,203,C4349,201,4848,SCHOOL DRAW AVE,,101,Residential,"162,650.00","47,540.00",0,2015,"210,190.00",1,Great Slave,École Sir John Franklin High School,62.44814696,-114.3610666
0203000704,203,C4349,104,4848,SCHOOL DRAW AVE,,101,Residential,"191,370.00","46,640.00",0,2015,"238,010.00",1,Great Slave,École Sir John Franklin High School,62.44806097,-114.3611977
0203000703,203,C4349,103,4848,SCHOOL DRAW AVE,,101,Residential,"191,340.00","46,530.00",0,2015,"237,870.00",1,Great Slave,École Sir John Franklin High School,62.44803648,-114.3610824
0203000702,203,C4349,102,4848,SCHOOL DRAW AVE,,101,Residential,"191,340.00","46,530.00",0,2015,"237,870.00",1,Great Slave,École Sir John Franklin High School,62.44812384,-114.3609765
0203000701,203,C4349,101,4848,SCHOOL DRAW AVE,,101,Residential,"183,100.00","43,730.00",0,2015,"226,830.00",1,Great Slave,École Sir John Franklin High School,62.44815378,-114.3610928
0203000609,203,C4355,,4846,SCHOOL DRAW AVE,,101,Residential,"259,600.00","60,170.00",0,2015,"319,770.00",1,Great Slave,École Sir John Franklin High School,62.44832005,-114.3607437
0203000608,203,C4355,,4844,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,050.00",0,2015,"320,600.00",1,Great Slave,École Sir John Franklin High School,62.44836264,-114.3607032
0203000607,203,C4355,,4842,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,050.00",0,2015,"320,600.00",1,Great Slave,École Sir John Franklin High School,62.44841184,-114.3606437
0203000606,203,C4355,,4840,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,050.00",0,2015,"320,600.00",1,Great Slave,École Sir John Franklin High School,62.44845563,-114.3605847
0203000605,203,C4355,,4838,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,050.00",0,2015,"320,600.00",1,Great Slave,École Sir John Franklin High School,62.44850731,-114.3605333
0203000604,203,C4355,,4836,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,050.00",0,2015,"320,600.00",1,Great Slave,École Sir John Franklin High School,62.44855506,-114.3604789
0203000603,203,C4355,,4834,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,080.00",0,2015,"320,630.00",1,Great Slave,École Sir John Franklin High School,62.44860448,-114.3604311
0203000602,203,C4355,,4832,SCHOOL DRAW AVE,,101,Residential,"263,550.00","57,000.00",0,2015,"320,550.00",1,Great Slave,École Sir John Franklin High School,62.44864926,-114.3603837
0203000601,203,C4355,,4830,SCHOOL DRAW AVE,,101,Residential,"263,550.00","65,230.00",0,2015,"328,780.00",1,Great Slave,École Sir John Franklin High School,62.44869781,-114.3603309
0086000804,86,C1884,D,5116,46 ST,,101,Residential,"118,100.00","55,880.00",0,2015,"173,980.00",2,Weledeh,École St. Patrick High School,62.45410193,-114.3628949
0086000803,86,C1884,C,5116,46 ST,,101,Residential,"118,100.00","55,880.00",0,2015,"173,980.00",2,Weledeh,École St. Patrick High School,62.45405225,-114.362827
0086000802,86,C1884,B,5116,46 ST,,101,Residential,"142,280.00","55,880.00",0,2015,"198,160.00",2,Weledeh,École St. Patrick High School,62.45405201,-114.3629978
